id,jlpt_level,word,reading,meaning,jmdict_pos,jmdict_glosses,image_status,image_score,image_type,visual_domain,image_query_en,image_query_ja,distractor_pool,classification_reason,source
n5_07936,N5,会社,かいしゃ,company,noun (common) (futsuumeishi),company | corporation | firm | one's workplace,review,55,noun_needs_review,general,company,会社,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n5_07937,N5,伯母さん/叔母さん,おばさん,aunt,,,review,45,manual_review,general,aunt,伯母さん/叔母さん,general,insufficient POS signal,Tanos JLPT vocabulary
n5_07944,N5,作文,さくぶん,"composition,writing",noun (common) (futsuumeishi) | noun or participle which takes the aux. verb suru | intransitive verb,"writing (an essay, prose, etc.) | composition | formal writing with little real meaning",review,48,action_needs_review,person_family,person compositioning,作文,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n5_07952,N5,兄弟,きょうだい,(humble) siblings,noun (common) (futsuumeishi),brothers and sisters | siblings | half-siblings | step-siblings | siblings by marriage or adoption,review,55,noun_needs_review,general,siblings,兄弟,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n5_07953,N5,先,さき,"the future,previous",noun (common) (futsuumeishi) | adverb (fukushi),a short while ago | a moment ago | just now | some time ago,review,48,action_needs_review,person_family,person futuring,先,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n5_07954,N5,先月,せんげつ,last month,noun (common) (futsuumeishi) | adverb (fukushi),last month,review,48,action_needs_review,person_family,person lasting month,先月,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n5_07956,N5,先週,せんしゅう,last week,noun (common) (futsuumeishi) | adverb (fukushi),last week | the week before,review,48,action_needs_review,person_family,person lasting week,先週,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n5_07959,N5,入口,いりぐち,entrance,noun (common) (futsuumeishi),entrance | entry | gate | approach | mouth,review,55,noun_needs_review,general,entrance,入口,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n5_07961,N5,八,はち,eight,numeric,eight | 8,review,45,manual_review,general,eight,八,general,insufficient POS signal,Tanos JLPT vocabulary
n5_07962,N5,八つ,やっつ,eight,numeric | noun (common) (futsuumeishi),eight | eight years of age | two o'clock (old time system),review,55,noun_needs_review,general,eight,八つ,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n5_07963,N5,八日,ようか,"eight days, eighth day of the month",noun (common) (futsuumeishi),8th day of the month | eight days,review,55,noun_needs_review,general,eight days,八日,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n5_07964,N5,八百屋,やおや,greengrocer,noun (common) (futsuumeishi),greengrocer | fruit and vegetable shop | jack of all trades,review,55,noun_needs_review,general,greengrocer,八百屋,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n5_07966,N5,六,ろく,six,numeric,six | 6,review,45,manual_review,general,six,六,general,insufficient POS signal,Tanos JLPT vocabulary
n5_07967,N5,六つ,むっつ,six,numeric | noun (common) (futsuumeishi),six | six years of age | six o'clock (old time system),review,55,noun_needs_review,general,six,六つ,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n5_07968,N5,六日,むいか,"six days, sixth day of the month",noun (common) (futsuumeishi),6th day of the month | six days,review,55,noun_needs_review,general,six days,六日,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n5_07969,N5,写真,しゃしん,photograph,noun (common) (futsuumeishi),photograph | photo | picture | photography | moving picture,review,55,noun_needs_review,general,photograph,写真,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n5_07970,N5,冬,ふゆ,winter,noun (common) (futsuumeishi) | adverb (fukushi),winter,review,48,action_needs_review,person_family,person winterring,冬,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n5_07972,N5,冷蔵庫,れいぞうこ,refrigerator,noun (common) (futsuumeishi),refrigerator | fridge,review,55,noun_needs_review,general,refrigerator,冷蔵庫,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n5_07976,N5,出口,でぐち,exit,noun (common) (futsuumeishi),exit | way out | outlet | vent,review,55,noun_needs_review,general,exit,出口,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n5_07979,N5,切手,きって,postage stamp,noun (common) (futsuumeishi),stamp (postage) | merchandise certificate,review,55,noun_needs_review,general,postage stamp,切手,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n5_07981,N5,初め/始め,はじめ,beginning,,,review,45,manual_review,general,beginning,初め/始め,general,insufficient POS signal,Tanos JLPT vocabulary
n5_07983,N5,前,まえ,before,noun (common) (futsuumeishi),point | tip | end | nozzle | head (of a line),review,55,noun_needs_review,general,before,前,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n5_07987,N5,北,きた,north,noun (common) (futsuumeishi),north | the North | northern territories | North Korea | north wind,review,55,noun_needs_review,general,north,北,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n5_07989,N5,十,じゅう とお,ten,numeric | noun (common) (futsuumeishi),ten | 10 | ten years of age | book containing a collection of poems,review,55,noun_needs_review,general,ten,十,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n5_07990,N5,十日,とおか,"ten days,the tenth day",noun (common) (futsuumeishi),10th day of the month | ten days,review,55,noun_needs_review,general,ten days,十日,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n5_07991,N5,千,せん,thousand,numeric,"thousand | 1,000",review,45,manual_review,general,thousand,千,general,insufficient POS signal,Tanos JLPT vocabulary
n5_07992,N5,午前,ごぜん,morning,noun (common) (futsuumeishi) | adverb (fukushi),morning | a.m.,review,48,action_needs_review,person_family,person morninging,午前,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n5_07993,N5,午後,ごご,afternoon,noun (common) (futsuumeishi) | adverb (fukushi),afternoon | p.m.,review,48,action_needs_review,person_family,person afternooning,午後,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n5_07995,N5,半分,はんぶん,half minute,adverb (fukushi) | noun (common) (futsuumeishi),half,review,48,action_needs_review,person_family,person halfing minute,半分,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n5_07996,N5,南,みなみ,south,noun (common) (futsuumeishi),south,review,55,noun_needs_review,general,south,南,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n5_08000,N5,去年,きょねん,last year,noun (common) (futsuumeishi) | adverb (fukushi),last year,review,48,action_needs_review,person_family,person lasting year,去年,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n5_08007,N5,同じ,おなじ,same,noun or verb acting prenominally | adjectival nouns or quasi-adjectives (keiyodoshi) | adverb (fukushi),same | identical | equal | alike | equivalent,review,48,action_needs_review,person_family,person saming,同じ,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n5_08008,N5,名前,なまえ,name,noun (common) (futsuumeishi),name | given name | first name,review,55,noun_needs_review,general,name,名前,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n5_08009,N5,向こう,むこう,over there,noun (common) (futsuumeishi),opposite side | other side | over there | ahead | beyond,review,55,noun_needs_review,general,over there,向こう,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n5_08014,N5,問題,もんだい,problem,noun (common) (futsuumeishi),"question (e.g. on a test) | problem | problem (e.g. societal, political) | question | issue",review,55,noun_needs_review,general,problem,問題,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n5_08016,N5,四,し / よん,four,numeric,four | 4,review,45,manual_review,general,four,四,general,insufficient POS signal,Tanos JLPT vocabulary
n5_08017,N5,四つ,よっつ,four,numeric | noun (common) (futsuumeishi),four | 4 | four years of age | ten o'clock (in the old time system) | burakumin,review,55,noun_needs_review,general,four,四つ,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n5_08018,N5,四日,よっか,"four days, fouth day of the month",noun (common) (futsuumeishi),4th day of the month | four days,review,55,noun_needs_review,general,four days,四日,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n5_08021,N5,国,くに,country,noun (common) (futsuumeishi),country | state | region | national government | central government,review,55,noun_needs_review,general,country,国,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n5_08022,N5,土曜日,どようび,Saturday,noun (common) (futsuumeishi) | adverb (fukushi),Saturday,review,48,action_needs_review,person_family,person saturdaying,土曜日,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n5_08025,N5,塩,しお,salt,noun (common) (futsuumeishi),salt | common salt | table salt | sodium chloride | hardship,review,55,noun_needs_review,general,salt,塩,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n5_08026,N5,声,こえ,voice,noun (common) (futsuumeishi),voice | singing (of a bird) | chirping (of an insect) | hoot | opinion (as expressed in words),review,55,noun_needs_review,general,voice,声,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n5_08028,N5,夏,なつ,summer,noun (common) (futsuumeishi) | adverb (fukushi),summer,review,48,action_needs_review,person_family,person summerring,夏,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n5_08029,N5,夏休み,なつやすみ,summer holiday,noun (common) (futsuumeishi),summer vacation | summer holiday,review,55,noun_needs_review,general,summer holiday,夏休み,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n5_08030,N5,夕方,ゆうがた,evening,noun (common) (futsuumeishi) | adverb (fukushi),early evening (usu. from 3pm to 6pm) | dusk,review,48,action_needs_review,person_family,person eveninging,夕方,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n5_08031,N5,夕飯,ゆうはん,dinner,noun (common) (futsuumeishi),evening meal | dinner | supper,review,55,noun_needs_review,general,dinner,夕飯,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n5_08032,N5,外,そと,outside,noun (common) (futsuumeishi),outside | exterior | the open (air) | other place | somewhere else,review,55,noun_needs_review,general,outside,外,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n5_08034,N5,外国人,がいこくじん,foreigner,noun (common) (futsuumeishi),foreigner | foreign citizen | foreign national | alien | non-Japanese,review,55,noun_needs_review,general,foreigner,外国人,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n5_08036,N5,夜,よる,"evening,night",noun (common) (futsuumeishi) | adverb (fukushi),night | evening | dinner,review,48,action_needs_review,person_family,person eveninging,夜,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
n5_08041,N5,大使館,たいしかん,embassy,noun (common) (futsuumeishi),embassy,review,55,noun_needs_review,general,embassy,大使館,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n5_08045,N5,大学,だいがく,university,noun (common) (futsuumeishi),university | college | former imperial university of Japan (established under the ritsuryō system for the training of government administrators) | the Great Learning (one of the Four Books),review,55,noun_needs_review,general,university,大学,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n5_08058,N5,字引,じびき,dictionary,noun (common) (futsuumeishi),dictionary,review,55,noun_needs_review,general,dictionary,字引,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n5_08063,N5,家庭,かてい,household,noun (common) (futsuumeishi),home | household | family | hearth,review,55,noun_needs_review,general,household,家庭,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n5_08065,N5,宿題,しゅくだい,homework,noun (common) (futsuumeishi),homework | assignment | pending issue | unresolved problem | open question,review,55,noun_needs_review,general,homework,宿題,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n5_08068,N5,封筒,ふうとう,envelope,noun (common) (futsuumeishi),envelope,review,55,noun_needs_review,general,envelope,封筒,general,"noun, but concreteness is uncertain",Tanos JLPT vocabulary
n5_08071,N5,少し,すこし,few,adverb (fukushi),a little | a bit | a small amount | a few | some,review,48,action_needs_review,person_family,person fewwing,少し,person_family,"verb, but visual clarity may vary",Tanos JLPT vocabulary
